symbol,instrument_type,security_type,market_status,total_volume,aum_size,average,change,eps,exchange,exercise_price,exercise_ratio,high,implied_volatility,inav,intrinsic_value,last,last_trading_date,low,maturity_date,moneyness,pbv,pe,percent_change,percent_yield,theoretical,to_last_trade,underlying,underlying_price,updated_at,shares_outstanding
PRECHA,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.43,0,NULL,0,NULL,NULL,NULL,NULL,53:30.9,
PRG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.59,15.02,NULL,4.5,NULL,NULL,NULL,NULL,53:33.0,
PRI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.79953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.11,6.63,NULL,7.079999924,NULL,NULL,NULL,NULL,53:35.2,
PRIME,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.04468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.16,0,NULL,0,NULL,NULL,NULL,NULL,53:37.4,
PRIN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.09074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.37,18.07,NULL,0,NULL,NULL,NULL,NULL,53:39.6,
PRINC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.06,27.53,NULL,0.389999986,NULL,NULL,NULL,NULL,53:41.9,
PRM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.89641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.36,7.24,NULL,7.28000021,NULL,NULL,NULL,NULL,53:44.1,
PROEN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.07974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.16,23.1,NULL,0,NULL,NULL,NULL,NULL,53:46.3,
PROS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.34,27.87,NULL,0,NULL,NULL,NULL,NULL,53:48.5,
PROSPECT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.89,NULL,NULL,9.359999657,NULL,NULL,NULL,NULL,53:50.7,
PROUD,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,21.68,NULL,0,NULL,NULL,NULL,NULL,53:52.9,
PRTR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.3789,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.45,10.61,NULL,6.21999979,NULL,NULL,NULL,NULL,53:55.1,
PSG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.61,8.13,NULL,0,NULL,NULL,NULL,NULL,53:57.3,
PSH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.20841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26,23.7,NULL,4.25,NULL,NULL,NULL,NULL,53:59.5,
PSL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.94164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.58,6.67,NULL,6.369999886,NULL,NULL,NULL,NULL,54:01.7,
PSP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.47976,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.58,8.63,NULL,4.829999924,NULL,NULL,NULL,NULL,54:03.9,
PSTC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.10549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,0,NULL,0,NULL,NULL,NULL,NULL,54:06.1,
PT,STOCK,CS,Open1,0,NULL,NULL,NULL,1.29935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.54,8.39,NULL,9.630000114,NULL,NULL,NULL,NULL,54:09.0,
PTC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.11457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.48,9.25,NULL,4.429999828,NULL,NULL,NULL,NULL,54:11.1,
PTECH,STOCK,CS,Open1,0,NULL,NULL,NULL,-2.2344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.43,0,NULL,0,NULL,NULL,NULL,NULL,54:13.3,
PTG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.26,11.2,NULL,5.110000134,NULL,NULL,NULL,NULL,54:15.5,
PTL,STOCK,CS,Open1,0,NULL,NULL,NULL,1.45104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.48,6.29,NULL,2.329999924,NULL,NULL,NULL,NULL,54:17.7,
PTT,STOCK,CS,Open1,2700,NULL,30.64815,4,3.15345,NULL,NULL,NULL,32.25,NULL,NULL,NULL,32,NULL,30.25,NULL,NULL,0.68,8.64,14.29,7.710000038,NULL,NULL,NULL,NULL,54:19.9,
PTTEP,STOCK,CS,Open1,5100,NULL,121.80392,12.5,19.86,NULL,NULL,NULL,122,NULL,NULL,NULL,122,NULL,120,NULL,NULL,0.8,5.41,11.42,8.949999809,NULL,NULL,NULL,NULL,54:22.1,
PTTGC,STOCK,CS,Open1,500,NULL,20,1.8,-6.62,NULL,NULL,NULL,20,NULL,NULL,NULL,20,NULL,20,NULL,NULL,0.31,0,9.89,2.789999962,NULL,NULL,NULL,NULL,54:24.3,
PYLON,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.48,2782.63,NULL,2.150000095,NULL,NULL,NULL,NULL,54:26.5,
Q-CON,STOCK,CS,Open1,0,NULL,NULL,NULL,1.25935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.33,7.23,NULL,7.139999866,NULL,NULL,NULL,NULL,54:28.7,
QH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.20067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,7.62,NULL,7.190000057,NULL,NULL,NULL,NULL,54:30.8,
QHBREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,NULL,NULL,0,NULL,NULL,NULL,NULL,54:33.0,
QHHRREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.51,NULL,NULL,5.989999771,NULL,NULL,NULL,NULL,54:35.4,
QHOP,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.62,NULL,NULL,0,NULL,NULL,NULL,NULL,54:37.6,
QLT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.10434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.04,0,NULL,0,NULL,NULL,NULL,NULL,54:39.8,
QTC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.33213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82,11.68,NULL,6.440000057,NULL,NULL,NULL,NULL,54:42.0,
QTCG,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9,0,NULL,0,NULL,NULL,NULL,NULL,54:44.1,
RABBIT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.12345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.35,0,NULL,0,NULL,NULL,NULL,NULL,54:46.3,
RAM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.15,29.18,NULL,2.25999999,NULL,NULL,NULL,NULL,54:48.5,
RATCH,STOCK,CS,Open1,0,NULL,NULL,NULL,2.81691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6,9.5,NULL,5.980000019,NULL,NULL,NULL,NULL,54:50.8,
RBF,STOCK,CS,Open1,0,NULL,NULL,NULL,0.25638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.97,19.03,NULL,3.589999914,NULL,NULL,NULL,NULL,54:53.0,
RCL,STOCK,CS,Open1,0,NULL,NULL,NULL,11.066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.38,2.09,NULL,10.81999969,NULL,NULL,NULL,NULL,54:55.2,
READY,STOCK,CS,Open1,0,NULL,NULL,NULL,0.33827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.32,13.66,NULL,6.489999771,NULL,NULL,NULL,NULL,54:57.4,
RICHY,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.04171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.21,0,NULL,0,NULL,NULL,NULL,NULL,54:59.5,
RJH,STOCK,CS,Open1,0,NULL,NULL,NULL,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2,9.09,NULL,4.639999866,NULL,NULL,NULL,NULL,55:01.8,
RML,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.2392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.31,0,NULL,0,NULL,NULL,NULL,NULL,55:04.0,
ROCK,STOCK,CS,Open1,0,NULL,NULL,NULL,2.28681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.52,5.12,NULL,8.550000191,NULL,NULL,NULL,NULL,55:06.2,
ROCTEC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.41,19.47,NULL,1.779999971,NULL,NULL,NULL,NULL,55:08.4,
ROH,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.03202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.61,0,NULL,0,NULL,NULL,NULL,NULL,55:10.5,
ROJNA,STOCK,CS,Open1,0,NULL,NULL,NULL,1.90814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,2.96,NULL,8.850000381,NULL,NULL,NULL,NULL,55:12.7,
RP,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.33,0,NULL,0,NULL,NULL,NULL,NULL,55:14.9,
RPC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.05513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.14,0,NULL,3.849999905,NULL,NULL,NULL,NULL,55:17.1,
RPH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.66,16.96,NULL,5.369999886,NULL,NULL,NULL,NULL,55:19.2,
RS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.1412,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57,0,NULL,0,NULL,NULL,NULL,NULL,55:21.4,
RSP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.17993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.77,10,NULL,10,NULL,NULL,NULL,NULL,55:23.6,
RT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.34,6.23,NULL,0,NULL,NULL,NULL,NULL,55:27.9,
RWI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.29,65.58,NULL,0,NULL,NULL,NULL,NULL,55:30.1,
S,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.29,72.16,NULL,1.450000048,NULL,NULL,NULL,NULL,55:32.3,
S&J,STOCK,CS,Open1,0,NULL,NULL,NULL,3.17522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.11,11.5,NULL,4.110000134,NULL,NULL,NULL,NULL,55:34.5,
S11,STOCK,CS,Open1,0,NULL,NULL,NULL,0.19024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.49,14.2,NULL,3.700000048,NULL,NULL,NULL,NULL,55:36.6,
SA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.55,22.5,NULL,1.100000024,NULL,NULL,NULL,NULL,55:38.8,
SAAM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.04818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.58,132.84,NULL,0.469999999,NULL,NULL,NULL,NULL,55:41.0,
SABINA,STOCK,CS,Open1,0,NULL,NULL,NULL,1.33631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.69,14.59,NULL,6.869999886,NULL,NULL,NULL,NULL,55:43.2,
SABUY,STOCK,CS,Open1,0,NULL,NULL,NULL,-3.4433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.63,0,NULL,0,NULL,NULL,NULL,NULL,55:45.4,
SAF,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.00799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54,0,NULL,0,NULL,NULL,NULL,NULL,55:47.6,
SAFE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.55013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6,17.01,NULL,6.630000114,NULL,NULL,NULL,NULL,55:51.9,
SAK,STOCK,CS,Open1,0,NULL,NULL,NULL,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.32,9.97,NULL,4.5,NULL,NULL,NULL,NULL,55:54.1,
SALEE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,71.67,NULL,3.869999886,NULL,NULL,NULL,NULL,55:56.2,
SAM,STOCK,CS,Suspend,0,NULL,NULL,NULL,-0.13306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11,0,NULL,0,NULL,NULL,NULL,NULL,55:58.4,
SAMART,STOCK,CS,Open1,0,NULL,NULL,NULL,0.13206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.32,50.73,NULL,0,NULL,NULL,NULL,NULL,56:00.6,
SAMCO,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.0791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,0,NULL,0,NULL,NULL,NULL,NULL,56:02.8,
SAMTEL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.18666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.97,30.54,NULL,1.929999948,NULL,NULL,NULL,NULL,56:04.9,
SANKO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.21803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.01,4.59,NULL,5,NULL,NULL,NULL,NULL,56:07.1,
SAPPE,STOCK,CS,Open1,0,NULL,NULL,NULL,4.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.44,8.55,NULL,6.46999979,NULL,NULL,NULL,NULL,56:09.3,
SAT,STOCK,CS,Open1,0,NULL,NULL,NULL,1.648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,6.67,NULL,13.64000034,NULL,NULL,NULL,NULL,56:11.5,
SAUCE,STOCK,CS,Open1,0,NULL,NULL,NULL,2.06624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.26,18.03,NULL,4.619999886,NULL,NULL,NULL,NULL,56:13.6,
SAV,STOCK,CS,Open1,0,NULL,NULL,NULL,0.72551,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.84,22.47,NULL,4.909999847,NULL,NULL,NULL,NULL,56:15.8,
SAWAD,STOCK,CS,Open1,0,NULL,NULL,NULL,3.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4,9.19,NULL,0.129999995,NULL,NULL,NULL,NULL,56:18.0,
SAWANG,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.48901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.86,0,NULL,0,NULL,NULL,NULL,NULL,56:20.3,
SC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.3988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.45,6.32,NULL,6.349999905,NULL,NULL,NULL,NULL,56:22.5,
SCAP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.74,11.07,NULL,0.200000003,NULL,NULL,NULL,NULL,56:24.7,
SCB,STOCK,CS,Open1,0,NULL,NULL,NULL,13.05067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.86,9.54,NULL,8.390000343,NULL,NULL,NULL,NULL,56:26.9,
SCC,STOCK,CS,Open1,0,NULL,NULL,NULL,5.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,29.52,NULL,3.210000038,NULL,NULL,NULL,NULL,56:29.1,
SCCC,STOCK,CS,Open1,100,NULL,190,24,18.08043,NULL,NULL,NULL,190,NULL,NULL,NULL,190,NULL,190,NULL,NULL,1.35,8.71,14.46,6.980000019,NULL,NULL,NULL,NULL,56:31.3,
SCG,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.20755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.97,0,NULL,1.789999962,NULL,NULL,NULL,NULL,56:33.5,
SCGD,STOCK,CS,Open1,0,NULL,NULL,NULL,0.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.36,8.39,NULL,4.849999905,NULL,NULL,NULL,NULL,56:35.6,
SCGP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.86167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.85,17.64,NULL,3.619999886,NULL,NULL,NULL,NULL,56:37.8,
SCI,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.27,0,NULL,0,NULL,NULL,NULL,NULL,56:40.0,
SCL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.17824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,6.12,NULL,7.340000153,NULL,NULL,NULL,NULL,56:42.2,
SCM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,643.15,NULL,9.800000191,NULL,NULL,NULL,NULL,56:44.4,
SCN,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0,NULL,0,NULL,NULL,NULL,NULL,56:46.6,
SCP,STOCK,CS,Open1,0,NULL,NULL,NULL,1.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.73,5.62,NULL,24.79000092,NULL,NULL,NULL,NULL,56:48.8,
SDC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.21,274.09,NULL,0,NULL,NULL,NULL,NULL,56:50.9,
SE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05346,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,9.1,NULL,5.519999981,NULL,NULL,NULL,NULL,56:53.2,
SE-ED,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.63,0,NULL,0,NULL,NULL,NULL,NULL,57:02.0,
SEAFCO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.97,1082.06,NULL,1.610000014,NULL,NULL,NULL,NULL,56:55.3,
SEAOIL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.4834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.71,5.13,NULL,8.869999886,NULL,NULL,NULL,NULL,56:57.6,
SECURE,STOCK,CS,Open1,0,NULL,NULL,NULL,1.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.71,10.67,NULL,7.5,NULL,NULL,NULL,NULL,56:59.8,
SEI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.39806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.89,9.99,NULL,3.819999933,NULL,NULL,NULL,NULL,57:04.2,
SELIC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.20886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.49,13.69,NULL,1.330000043,NULL,NULL,NULL,NULL,57:06.4,
SENA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.27707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.37,7.58,NULL,5.300000191,NULL,NULL,NULL,NULL,57:08.6,
SENX,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.24,6.04,NULL,2.599999905,NULL,NULL,NULL,NULL,57:10.8,
SFLEX,STOCK,CS,Open1,0,NULL,NULL,NULL,0.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.93,7.85,NULL,4.679999828,NULL,NULL,NULL,NULL,57:13.0,
SFT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,37.91,NULL,1.639999986,NULL,NULL,NULL,NULL,57:15.2,
SGC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.039,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.85,37.21,NULL,0,NULL,NULL,NULL,NULL,57:17.4,
SGF,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.13042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.14,0,NULL,0,NULL,NULL,NULL,NULL,57:19.6,
SGP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.71764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.75,9.48,NULL,5.150000095,NULL,NULL,NULL,NULL,57:21.8,
SHANG,STOCK,CS,Open1,0,NULL,NULL,NULL,2.85351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.73,14.54,NULL,2.410000086,NULL,NULL,NULL,NULL,57:24.1,
SHR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,59.03,NULL,1.360000014,NULL,NULL,NULL,NULL,57:26.3,
SIAM,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.18,0,NULL,0,NULL,NULL,NULL,NULL,57:28.6,
SICT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.21085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.15,15.75,NULL,2.529999971,NULL,NULL,NULL,NULL,57:30.8,
SIMAT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82,20.86,NULL,0,NULL,NULL,NULL,NULL,57:33.1,
SINGER,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,391.94,NULL,0,NULL,NULL,NULL,NULL,57:35.3,
SINO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.08422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09,11.4,NULL,8.010000229,NULL,NULL,NULL,NULL,57:37.6,
SIRI,STOCK,CS,Open1,17400,NULL,1.68994,-0.03,0.28787,NULL,NULL,NULL,1.69,NULL,NULL,NULL,1.68,NULL,1.68,NULL,NULL,0.61,5.6,-1.75,8.840000153,NULL,NULL,NULL,NULL,57:39.8,
SIRIPRT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8,NULL,NULL,0.330000013,NULL,NULL,NULL,NULL,57:42.0,
