"symbol","instrument_type","security_type","market_status","total_volume","aum_size","average","change","eps","exchange","exercise_price","exercise_ratio","high","implied_volatility","inav","intrinsic_value","last","last_trading_date","low","maturity_date","moneyness","pbv","pe","percent_change","percent_yield","theoretical","to_last_trade","underlying","underlying_price","updated_at"
"SNP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.83",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.16","13.69",NULL,"7.019999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:58:23.893988"
"SNPS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.92","31.22",NULL,"2.0799999237060547",NULL,NULL,NULL,NULL,"2025-03-17 01:58:26.119705"
"SO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.82","12.85",NULL,"4.519999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:58:28.31106"
"SOLAR","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.0293",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.38","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:58:30.50099"
"SONIC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.201",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.87","7.82",NULL,"3.5399999618530273",NULL,NULL,NULL,NULL,"2025-03-17 01:58:32.662164"
"SORKON","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.41265",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.03","10.52",NULL,"5.760000228881836",NULL,NULL,NULL,NULL,"2025-03-17 01:58:34.932636"
"SPA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.241",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5.14","19.91",NULL,"2.0799999237060547",NULL,NULL,NULL,NULL,"2025-03-17 01:58:37.102121"
"SPACK","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.18995",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.62","7.48",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:58:39.277012"
"SPALI","STOCK","CS","Open1",0,NULL,NULL,NULL,"3.16916",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.61","5.27",NULL,"8.680000305175781",NULL,NULL,NULL,NULL,"2025-03-17 01:58:41.48303"
"SPC","STOCK","CS","Open1",0,NULL,NULL,NULL,"8.25275",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.7","7.02",NULL,"4.150000095367432",NULL,NULL,NULL,NULL,"2025-03-17 01:58:43.699744"
"SPCG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.44","11.99",NULL,"15.479999542236328",NULL,NULL,NULL,NULL,"2025-03-17 01:58:48.992477"
"SPG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.7152",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.79","17.9",NULL,"3.130000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:58:51.173001"
"SPI","STOCK","CS","Open1",0,NULL,NULL,NULL,"5.80697",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.74","10.89",NULL,"0.6299999952316284",NULL,NULL,NULL,NULL,"2025-03-17 01:58:53.387028"
"SPRC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.51544",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.57","9.99",NULL,"7.769999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:58:55.566145"
"SPREME","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.16","7.93",NULL,"7.480000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:58:57.737219"
"SPRIME","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.39",NULL,NULL,"12.319999694824219",NULL,NULL,NULL,NULL,"2025-03-17 01:59:00.005946"
"SPVI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.11755",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.0","11.74",NULL,"5.630000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:59:02.183916"
"SQ","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.04442",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.26","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:59:04.341191"
"SR","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.04181",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.52","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:59:06.632557"
"SRICHA","STOCK","CS","Open1",0,NULL,NULL,NULL,"-2.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.11","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:59:08.872699"
"SRIPANWA","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.41",NULL,NULL,"10.680000305175781",NULL,NULL,NULL,NULL,"2025-03-17 01:59:11.101589"
"SRS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.21205",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76","15.85",NULL,"5.769999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:59:13.27098"
"SSF","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.51394",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.78","10.99",NULL,"5.900000095367432",NULL,NULL,NULL,NULL,"2025-03-17 01:59:15.48262"
"SSP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.5816",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.9","9.09",NULL,"3.7200000286102295",NULL,NULL,NULL,NULL,"2025-03-17 01:59:17.687247"
"SSPF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.33",NULL,NULL,"4.46999979019165",NULL,NULL,NULL,NULL,"2025-03-17 01:59:19.871417"
"SSSC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.3166",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","6.39",NULL,"8.09000015258789",NULL,NULL,NULL,NULL,"2025-03-17 01:59:22.073076"
"SST","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.57129",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.53","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:59:24.274323"
"SSTRT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.59",NULL,NULL,"8.369999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:59:26.468034"
"STA","STOCK","CS","Open1",13000,NULL,"19.0","3.9","1.08748",NULL,NULL,NULL,"19.0",NULL,NULL,NULL,"19.0",NULL,"19.0",NULL,NULL,"0.44","13.52","25.83","6.800000190734863",NULL,NULL,NULL,NULL,"2025-03-17 01:59:28.626226"
"STANLY","STOCK","CS","Open1",0,NULL,NULL,NULL,"12.33763",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.8","11.53",NULL,"9.170000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:59:30.824193"
"STC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02493",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.75","20.06",NULL,"3.5",NULL,NULL,NULL,NULL,"2025-03-17 01:59:33.03015"
"STECH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.16181",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.5","6.43",NULL,"3.2699999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:59:35.272742"
"STECON","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.55185",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.48","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:59:37.456202"
"STELLA","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.15397",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.26","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:59:39.637291"
"STGT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.34739",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.52","20.15",NULL,"7.139999866485596",NULL,NULL,NULL,NULL,"2025-03-17 01:59:41.834128"
"STI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.01094",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.89","32.5",NULL,"2.2100000381469727",NULL,NULL,NULL,NULL,"2025-03-17 01:59:44.002519"
"STOWER","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.01867",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.19","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:59:46.171787"
"STP","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.53142",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.34","6.92",NULL,"6.130000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:59:50.165809"
"STPI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.0543",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.57","54.19",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:59:52.461772"
"STX","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46","7.71",NULL,"11.920000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:59:54.703261"
"SUC","STOCK","CS","Open1",0,NULL,NULL,NULL,"5.31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","6.12",NULL,"4.760000228881836",NULL,NULL,NULL,NULL,"2025-03-17 01:59:56.977558"
"SUN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.75","8.27",NULL,"7.960000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:59:59.165222"
"SUPER","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.04983",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.23","3.41",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:00:01.368695"
"SUPEREIF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.63",NULL,NULL,"9.920000076293945",NULL,NULL,NULL,NULL,"2025-03-17 02:00:03.65463"
"SUSCO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.65","10.13",NULL,"6.730000019073486",NULL,NULL,NULL,NULL,"2025-03-17 02:00:05.881508"
"SUTHA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.17113",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.93","15.19",NULL,"3.0799999237060547",NULL,NULL,NULL,NULL,"2025-03-17 02:00:08.155152"
"SVI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.15","11.88",NULL,"3.140000104904175",NULL,NULL,NULL,NULL,"2025-03-17 02:00:10.347654"
"SVOA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02669",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.39","38.59",NULL,"4.670000076293945",NULL,NULL,NULL,NULL,"2025-03-17 02:00:12.521849"
"SVR","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.05368",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","10.99",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:00:14.701517"
"SVT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.10798",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.73","12.41",NULL,"3.359999895095825",NULL,NULL,NULL,NULL,"2025-03-17 02:00:16.849553"
"SWC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.79","11.28",NULL,"4.630000114440918",NULL,NULL,NULL,NULL,"2025-03-17 02:00:19.021518"
"SYMC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.47411",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.77","11.5",NULL,"2.9200000762939453",NULL,NULL,NULL,NULL,"2025-03-17 02:00:21.212174"
"SYNEX","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.74079",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.19","15.52",NULL,"3.8299999237060547",NULL,NULL,NULL,NULL,"2025-03-17 02:00:23.390604"
"SYNTEC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46","4.99",NULL,"3.609999895095825",NULL,NULL,NULL,NULL,"2025-03-17 02:00:25.560179"
"TACC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.41213",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.51","10.29",NULL,"9.199999809265137",NULL,NULL,NULL,NULL,"2025-03-17 02:00:27.734344"
"TAE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.35","25.83",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:00:29.917038"
"TAKUNI","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.28187",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.47","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:00:32.077948"
"TAN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.43358",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.9","11.3",NULL,"6.730000019073486",NULL,NULL,NULL,NULL,"2025-03-17 02:00:34.352611"
"TAPAC","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-0.18616",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-17 02:00:36.584157"
"TASCO","STOCK","CS","Open1",5000,NULL,"15.1","0.2","0.89786",NULL,NULL,NULL,"15.1",NULL,NULL,NULL,"15.1",NULL,"15.1",NULL,NULL,"1.44","16.15","1.34","6.210000038146973",NULL,NULL,NULL,NULL,"2025-03-17 02:00:38.750626"
"TATG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.21322",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.36","5.66",NULL,"7.139999866485596",NULL,NULL,NULL,NULL,"2025-03-17 02:00:41.111128"
"TBN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.19","27.48",NULL,"3.140000104904175",NULL,NULL,NULL,NULL,"2025-03-17 02:00:43.31336"
"TC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.99828",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76","6.21",NULL,"4.840000152587891",NULL,NULL,NULL,NULL,"2025-03-17 02:00:45.4933"
"TCAP","STOCK","CS","Open1",0,NULL,NULL,NULL,"6.34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.69","7.61",NULL,"6.840000152587891",NULL,NULL,NULL,NULL,"2025-03-17 02:00:47.677796"
"TCC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.011",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.36","24.94",NULL,"17.81999969482422",NULL,NULL,NULL,NULL,"2025-03-17 02:00:49.850019"
"TCJ","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.23","181.94",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:00:52.01865"
"TCMC","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.21","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:00:54.214529"
"TCOAT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.48","71.06",NULL,"2.109999895095825",NULL,NULL,NULL,NULL,"2025-03-17 02:00:56.390252"
"TEAM","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.35256",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.25","7.54",NULL,"8.649999618530273",NULL,NULL,NULL,NULL,"2025-03-17 02:00:58.600173"
"TEAMG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.74","14.93",NULL,"4.960000038146973",NULL,NULL,NULL,NULL,"2025-03-17 02:01:00.780006"
"TEGH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.51512",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.99","6.48",NULL,"6.289999961853027",NULL,NULL,NULL,NULL,"2025-03-17 02:01:02.959336"
"TEKA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.69","5.33",NULL,"7.75",NULL,NULL,NULL,NULL,"2025-03-17 02:01:05.190288"
"TERA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.05","9.82",NULL,"10.329999923706055",NULL,NULL,NULL,NULL,"2025-03-17 02:01:07.351278"
"TFFIF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.48",NULL,NULL,"7.210000038146973",NULL,NULL,NULL,NULL,"2025-03-17 02:01:09.520235"
"TFG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.54103",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.53","8.02",NULL,"6.909999847412109",NULL,NULL,NULL,NULL,"2025-03-17 02:01:11.687718"
"TFI","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:13.875708"
"TFM","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.68","7.89",NULL,"12.65999984741211",NULL,NULL,NULL,NULL,"2025-03-17 02:01:16.05572"
"TFMAMA","STOCK","CS","Open1",0,NULL,NULL,NULL,"13.59312",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.92","14.79",NULL,"2.200000047683716",NULL,NULL,NULL,NULL,"2025-03-17 02:01:18.340718"
"TGE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.11429",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.42","14.52",NULL,"0.1899999976158142",NULL,NULL,NULL,NULL,"2025-03-17 02:01:20.523567"
"TGH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.51187",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.96","25.01",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:22.713788"
"TGPRO","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.03421",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.16","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:24.886602"
"TH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14819",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.38","4.12",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:27.042972"
"THAI","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-6.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-17 02:01:29.21164"
"THANA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.12338",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.51","8.59",NULL,"3.869999885559082",NULL,NULL,NULL,NULL,"2025-03-17 02:01:31.495574"
"THANI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.12846",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.73","12.22",NULL,"4.460000038146973",NULL,NULL,NULL,NULL,"2025-03-17 02:01:33.643742"
"THCOM","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.02083",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.17","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:35.957347"
"THE","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.07382",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:38.127021"
"THG","STOCK","CS","Open1",0,NULL,NULL,NULL,"-2.08209",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.11","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:40.295051"
"THIP","STOCK","CS","Open1",0,NULL,NULL,NULL,"3.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.91","7.66",NULL,"5.889999866485596",NULL,NULL,NULL,NULL,"2025-03-17 02:01:42.459998"
"THMUI","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.12148",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.39","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:44.658476"
"THRE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.05388",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.5","8.17",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:46.824597"
"THREL","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.66","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:49.001112"
"TIDLOR","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.39","10.05",NULL,"3.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:51.184206"
"TIF1","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.68",NULL,NULL,"7.730000019073486",NULL,NULL,NULL,NULL,"2025-03-17 02:01:53.329268"
"TIGER","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.10365",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.38","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 02:01:55.503168"
"TIPCO","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.19085",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.24","0.0",NULL,"1.8799999952316284",NULL,NULL,NULL,NULL,"2025-03-17 02:01:57.661609"
"TIPH","STOCK","CS","Open1",0,NULL,NULL,NULL,"2.56349",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.31","7.89",NULL,"12.869999885559082",NULL,NULL,NULL,NULL,"2025-03-17 02:01:59.850665"
"TISCO","STOCK","CS","Open1",0,NULL,NULL,NULL,"8.62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.82","11.34",NULL,"7.929999828338623",NULL,NULL,NULL,NULL,"2025-03-17 02:02:02.04315"
